,clause,verb,phrase,cmpl_type,cmpl_func
433576,433576,<BD[,669628,B,-
433621,433621,XMR[,669766,B,-
433622,433622,FJM[,669769,B,DIR
433623,433623,FJM[,669773,B,DIR
433662,433662,R>H[,669889,B,-
433669,433669,VMN[,669909,B,LOC
433687,433687,JCB[,669958,B,LOC
433735,433735,B<R[,670100,B,-
433821,433821,HLK[,670341,B,LOC
433842,433842,CM<[,670406,B,-
433856,433856,>XZ[,670444,B,-
433904,433904,XRH[,670590,B,-
433915,433915,FJM[,670619,B,DIR
433923,433923,LQX[,670648,B,?
433924,433924,<FH[,670651,B,-
433943,433943,LQX[,670708,B,?
433948,433948,FJM[,670720,B,DIR
434001,434001,CM<[,670870,B,-
434009,434009,PG<[,670894,B,-
434034,434034,<FH[,670963,B,-
434035,434035,C<H[,670967,B,-
434087,434087,NTN[,671107,B,DIR
434111,434111,GWR[,671178,B,LOC
434120,434120,G>L[,671206,B,-
434243,434243,LQX[,671590,B,?
434308,434308,BW>[,671779,B,DIR
434309,434309,<LH[,671781,B,DIR
434317,434317,<FH[,671813,B,-
434356,434356,NVH[,671932,B,-
434438,434438,HJH[,672182,B,LOC
434464,434464,PRX[,672274,B,LOC
434467,434467,HJH[,672285,B,LOC
434567,434567,CJT[,672599,B,DIR
434571,434571,FJM[,672611,B,LOC
434676,434676,NTN[,672937,B,-
434708,434708,NTN[,673031,B,-
434764,434764,FRP[,673219,B,-
434772,434772,<BR[,673241,B,DIR
434774,434774,<FH[,673247,B,-
434780,434780,HJH[,673270,B,LOC
434811,434811,VBL[,673387,B,DIR
434849,434849,HJH[,673501,B,LOC
434871,434871,YRR[,673552,B,LOC
434874,434874,NTN[,673566,B,-
434898,434898,>KL[,673641,B,-
434901,434901,>KL[,673650,B,-
434902,434902,>KL[,673654,B,-
434905,434905,CBR[,673666,B,-
434913,434913,>KL[,673693,B,-
434915,434915,GWR[,673699,B,LOC
434958,434958,PDH[,673842,B,-
434992,434992,XNH[,673953,B,LOC
435116,435116,HLK[,674349,B,LOC
435122,435122,<FH[,674375,B,LOC
435130,435130,RMH[,674398,B,DIR
435139,435139,JRH=[,674418,B,DIR
435142,435142,JRD[,674426,B,DIR
435164,435164,YLL[,674472,B,DIR
435184,435184,DMM[,674513,B,-
435190,435190,NV<[,674528,B,LOC
435197,435197,BW>[,674543,B,DIR
435200,435200,LQX[,674558,B,?
435205,435205,RMH[,674575,B,DIR
435208,435208,HLK[,674587,B,LOC
435231,435231,FJM[,674655,B,-
435253,435253,HLK[,674729,B,-
435407,435407,XNH[,675165,B,LOC
435430,435430,LQX[,675238,B,?
435466,435466,TMK[,675345,B,-
435473,435473,KTB[,675369,B,LOC
435474,435474,FJM[,675372,B,-
435553,435553,CM<[,675619,B,-
435560,435560,HLK[,675643,B,LOC
435601,435601,CM<[,675780,B,-
435632,435632,<LH[,675884,B,DIR
435633,435633,NG<[,675887,B,-
435635,435635,NG<[,675891,B,-
435636,435636,NG<[,675896,B,-
435643,435643,<LH[,675914,B,DIR
435668,435668,<NH[,675988,B,-
435680,435680,PRY[,676025,B,-
435694,435694,PRY[,676062,B,-
435733,435733,<NH[,676178,B,-
435791,435791,RY<[,676372,B,-
435796,435796,R<<[,676388,B,-
435801,435801,BGD[,676399,B,-
435934,435934,CLX[,676813,B,DIR
435947,435947,CLX[,676850,B,DIR
435963,435963,BW>[,676895,B,-
435996,435996,CKB[,677000,B,-
436019,436019,HDR[,677072,B,-
436074,436074,CM<[,677248,B,-
436078,436078,CM<[,677262,B,-
436098,436098,BW>[,677324,B,-
436109,436109,NTN[,677364,B,-
436112,436112,JCB[,677375,B,LOC
436178,436178,BW>[,677589,B,DIR
436195,436195,CKN[,677634,B,LOC
436213,436213,NF>[,677692,B,-
436214,436214,HJH[,677693,B,LOC
436321,436321,<DP[,678037,B,LOC
436325,436325,<DP[,678047,B,LOC
436521,436521,HJH[,678686,B,LOC
436572,436572,BLL[,678841,B,-
436573,436573,MCX[,678843,B,-
436579,436579,RXY[,678864,B,-
436604,436604,FRP[,678954,B,-
436668,436668,FRP[,679167,B,-
436684,436684,NG<[,679211,B,-
436691,436691,BLL[,679231,B,-
436707,436707,CKN[,679284,B,LOC
436721,436721,NF>[,679326,B,-
436746,436746,HJH[,679407,B,LOC
436785,436785,MCX[,679526,B,-
436791,436791,NG<[,679541,B,-
436825,436825,QR>[,679643,B,-
436835,436835,NTN[,679668,B,-
436871,436871,CBT[,679767,B,-
436876,436876,KTB[,679780,B,-
436936,436936,XRH[,679935,B,-
436941,436941,XRH[,679952,B,-
436986,436986,FRP[,680074,B,-
437014,437014,<MD[,680158,B,LOC
437024,437024,CWB[,680183,B,LOC
437127,437127,JD<[,680479,B,-
437128,437128,MY>[,680484,B,-
437130,437130,MY>[,680491,B,-
437133,437133,MY>[,680500,B,-
437143,437143,MY>[,680530,B,-
437151,437151,MY>[,680553,B,-
437152,437152,JD<[,680556,B,-
437157,437157,QR>[,680570,B,-
437172,437172,FJM[,680607,B,DIR
437193,437193,LQX[,680684,B,DIR
437196,437196,QR>[,680696,B,-
437210,437210,MY>[,680732,B,-
437254,437254,PDH[,680869,B,-
437379,437379,QR>[,681234,B,-
437387,437387,NTN[,681256,B,-
437392,437392,NTN[,681269,B,-
437434,437434,<FH[,681396,B,LOC
437484,437484,BRX[,681557,B,LOC
437577,437577,NF>[,681858,B,-
437598,437598,NF>[,681933,B,-
437659,437659,<FH[,682101,B,-
437795,437795,RXY[,682505,B,-
437829,437829,NTN[,682620,B,DIR
437832,437832,FJM[,682635,B,DIR
437892,437892,RXY[,682846,B,-
437905,437905,RXY[,682889,B,-
437938,437938,BLL[,682994,B,-
437940,437940,MCX[,682998,B,-
437943,437943,BLL[,683005,B,-
437966,437966,MLX[,683076,B,-
437971,437971,QLH[,683093,B,-
438050,438050,VBL[,683340,B,DIR
438068,438068,FRP[,683398,B,-
438105,438105,XV>[,683524,B,-
438158,438158,NG<[,683710,B,-
438162,438162,NG<[,683722,B,-
438163,438163,VM>[,683725,B,-
438247,438247,M<L[,683992,B,-
438254,438254,XV>[,684014,B,-
438316,438316,NG<[,684198,B,-
438348,438348,NG<[,684275,B,-
438396,438396,BLL[,684402,B,-
438403,438403,BLL[,684423,B,-
438404,438404,MCX[,684425,B,-
438406,438406,BLL[,684428,B,-
438431,438431,NG<[,684502,B,-
438441,438441,NG<[,684530,B,-
438504,438504,RXY[,684716,B,-
438506,438506,XGR[,684724,B,?
438509,438509,XGR[,684736,B,LOC
438543,438543,FRP[,684851,B,-
438551,438551,RXY[,684884,B,-
438590,438590,FRP[,685019,B,-
438616,438616,BLL[,685091,B,-
438638,438638,VBL[,685160,B,DIR
438643,438643,FRP[,685179,B,-
438684,438684,NTN[,685319,B,?
438758,438758,JVB[,685556,B,-
438760,438760,JVB[,685562,B,-
438792,438792,NG<[,685648,B,-
438833,438833,NG<[,685750,B,-
438843,438843,NG<[,685782,B,-
438849,438849,NG<[,685797,B,-
438860,438860,NG<[,685828,B,-
438884,438884,NG<[,685899,B,-
438893,438893,NG<[,685932,B,-
438928,438928,RMF[,686030,B,LOC
438944,438944,JCB[,686069,B,?
438945,438945,NG<[,686070,B,-
438967,438967,HJH[,686139,B,LOC
438981,438981,<MD[,686198,B,-
438982,438982,PFH[,686202,B,LOC
438987,438987,PFH[,686222,B,LOC
438992,438992,PFH[,686238,B,LOC
438997,438997,PFH[,686253,B,LOC
439001,439001,HJH[,686262,B,LOC
439035,439035,HJH[,686364,B,LOC
439037,439037,HJH[,686371,B,LOC
439060,439060,HJH[,686442,B,LOC
439087,439087,HJH[,686529,B,LOC
439103,439103,HJH[,686585,B,LOC
439110,439110,PFH[,686614,B,LOC
439116,439116,PFH[,686634,B,LOC
439119,439119,PFH[,686643,B,LOC
439122,439122,<MD[,686652,B,-
439123,439123,YMX[,686658,B,LOC
439173,439173,PFH[,686793,B,LOC
439178,439178,HJH[,686807,B,LOC
439183,439183,PFH[,686823,B,LOC
439194,439194,FRP[,686853,B,-
439203,439203,FRP[,686879,B,-
439226,439226,VBL[,686947,B,DIR
439234,439234,RXY[,686972,B,-
439242,439242,RXY[,686997,B,-
439245,439245,BLL[,687005,B,-
439250,439250,CXV[,687028,B,LOC
439280,439280,BLL[,687130,B,-
439314,439314,NTN[,687253,B,?
439335,439335,PFH[,687320,B,LOC
439348,439348,PRX[,687363,B,LOC
439354,439354,PFH[,687380,B,LOC
439368,439368,PFH[,687425,B,LOC
439376,439376,VBL[,687451,B,DIR
439394,439394,HJH[,687502,B,-
439403,439403,NG<[,687528,B,-
439404,439404,RXY[,687533,B,-
439409,439409,RXY[,687549,B,-
439412,439412,NG<[,687556,B,-
439413,439413,RXY[,687561,B,-
439415,439415,RQQ[,687569,B,DIR
439417,439417,RXY[,687575,B,-
439422,439422,NG<[,687590,B,-
439426,439426,RXY[,687604,B,-
439429,439429,NG<[,687612,B,-
439430,439430,CVP[,687618,B,-
439432,439432,RXY[,687624,B,-
439435,439435,NG<[,687632,B,-
439440,439440,RXY[,687655,B,-
439451,439451,RXY[,687693,B,-
439459,439459,RXY[,687719,B,-
439466,439466,NG<[,687739,B,-
439472,439472,NG<[,687759,B,-
439473,439473,RXY[,687764,B,-
439476,439476,NG<[,687772,B,-
439478,439478,RXY[,687780,B,-
439483,439483,NG<[,687795,B,-
439500,439500,NG<[,687853,B,-
439502,439502,RXY[,687860,B,-
439518,439518,VM>[,687919,B,-
439537,439537,XGR[,687975,B,-
439538,439538,YNP[,687978,B,-
439540,439540,RXY[,687984,B,-
439584,439584,BW>[,688136,B,DIR
439610,439610,RXY[,688218,B,-
439618,439618,RXY[,688244,B,-
439623,439623,FRP[,688260,B,-
439626,439626,RXY[,688271,B,-
439631,439631,GWR[,688290,B,LOC
439676,439676,GWR[,688434,B,LOC
439682,439682,GWR[,688453,B,LOC
439684,439684,NTN[,688460,B,-
439696,439696,GWR[,688495,B,LOC
439698,439698,GWR[,688503,B,LOC
439715,439715,RXY[,688543,B,-
439727,439727,JCB[,688575,B,LOC
439730,439730,HLK[,688588,B,-
439733,439733,HLK[,688597,B,-
439737,439737,XJH[,688609,B,-
439779,439779,VM>[,688716,B,-
439786,439786,NTN[,688737,B,-
439787,439787,VM>[,688742,B,-
439799,439799,GWR[,688784,B,LOC
439868,439868,HLK[,688986,B,LOC
439911,439911,NTN[,689129,B,DIR
439912,439912,NTN[,689134,B,-
439923,439923,VM>[,689164,B,-
439934,439934,HJH[,689200,B,LOC
439936,439936,<FH[,689206,B,-
439947,439947,GWR[,689235,B,LOC
439949,439949,RGM[,689244,B,-
439950,439950,NTN[,689249,B,-
439958,439958,FJM[,689279,B,-
439965,439965,NTN[,689299,B,-
439999,439999,FRP[,689387,B,-
440002,440002,NTN[,689400,B,-
440041,440041,JCB[,689507,B,LOC
440042,440042,HLK[,689511,B,-
440045,440045,QWY[,689521,B,-
440065,440065,RGM[,689580,B,-
440079,440079,QRX[,689622,B,LOC
440081,440081,FRV[,689628,B,LOC
440161,440161,>KL[,689861,B,-
440166,440166,NG<[,689869,B,-
440170,440170,NG<[,689880,B,-
440174,440174,NG<[,689891,B,-
440177,440177,RXY[,689902,B,-
440183,440183,VM>[,689919,B,-
440187,440187,MWT[,689932,B,-
440195,440195,>KL[,689955,B,-
440197,440197,>KL[,689960,B,-
440200,440200,>KL[,689967,B,-
440205,440205,>KL[,689989,B,-
440303,440303,BLL[,690283,B,-
440388,440388,JCB[,690539,B,LOC
440389,440389,JCB[,690544,B,LOC
440417,440417,JY>[,690641,B,DIR
440438,440438,RGM[,690700,B,-
440448,440448,NTN[,690724,B,-
440454,440454,NTN[,690739,B,-
440561,440561,JY>[,691090,B,-
440574,440574,JY>[,691129,B,-
440578,440578,JY>[,691142,B,-
440582,440582,JY>[,691156,B,-
440603,440603,<BD[,691227,B,-
440612,440612,RDH[,691257,B,-
440628,440628,<BD[,691298,B,-
440630,440630,RDH[,691305,B,-
440653,440653,JY>[,691381,B,-
440660,440660,NTN[,691408,B,?
440666,440666,HLK[,691422,B,-
440675,440675,JCB[,691458,B,LOC
440676,440676,NTN[,691462,B,LOC
440680,440680,<BR[,691476,B,LOC
440692,440692,NTN[,691521,B,DIR
440704,440704,M>S[,691566,B,-
440714,440714,NTN[,691600,B,-
440716,440716,RDH[,691606,B,-
440748,440748,>PH[,691726,B,LOC
440767,440767,JCB[,691797,B,LOC
440779,440779,CBT[,691835,B,-
440791,440791,>BD[,691875,B,LOC
440797,440797,M<L[,691896,B,-
440812,440812,M>S[,691946,B,-
440815,440815,HJH[,691956,B,LOC
440895,440895,JY>[,692234,B,-
440914,440914,PDH[,692293,B,-
441218,441218,<DP[,693097,B,LOC
441323,441323,<BD[,693411,B,LOC
441330,441330,<BD[,693432,B,LOC
441356,441356,CKN[,693506,B,LOC
441366,441366,M<L[,693535,B,-
441393,441393,M<L[,693609,B,-
441415,441415,LQX[,693688,B,DIR
441432,441432,NTN[,693748,B,-
441438,441438,BW>[,693775,B,DIR
441443,441443,KTB[,693789,B,LOC
441446,441446,BW>[,693799,B,DIR
441456,441456,M<L[,693838,B,-
441457,441457,BW>[,693841,B,DIR
441523,441523,BLL[,694051,B,-
441525,441525,MCX[,694055,B,-
441590,441590,NF>[,694252,B,LOC
441602,441602,BLL[,694290,B,-
441613,441613,BLL[,694316,B,-
441624,441624,BLL[,694340,B,-
441635,441635,BLL[,694364,B,-
441646,441646,BLL[,694388,B,-
441657,441657,BLL[,694412,B,-
441668,441668,BLL[,694436,B,-
441679,441679,BLL[,694460,B,-
441690,441690,BLL[,694484,B,-
441701,441701,BLL[,694508,B,-
441712,441712,BLL[,694532,B,-
441723,441723,BLL[,694556,B,-
441777,441777,BLL[,694700,B,-
441870,441870,CBR[,695016,B,-
441929,441929,TQ<[,695196,B,-
441931,441931,TQ<[,695204,B,-
441943,441943,TQ<[,695241,B,-
441951,441951,TQ<[,695267,B,-
441957,441957,CKN[,695289,B,LOC
441996,441996,XNH[,695409,B,LOC
442023,442023,B<R[,695482,B,LOC
442024,442024,>KL[,695486,B,?
442029,442029,B<R[,695504,B,LOC
442046,442046,VXN[,695551,B,-
442047,442047,DWK[,695554,B,-
442057,442057,R<<[,695587,B,-
442060,442060,MY>[,695601,B,-
442079,442079,MY>[,695660,B,-
442080,442080,R>H[,695664,B,-
442092,442092,NF>[,695703,B,-
442097,442097,BKH[,695719,B,-
442135,442135,JRD[,695833,B,DIR
442175,442175,XRH[,695953,B,-
442211,442211,XRH[,696068,B,-
442231,442231,JRQ[,696131,B,DIR
442239,442239,XNH[,696160,B,LOC
442282,442282,JCB[,696271,B,LOC
442286,442286,JCB[,696283,B,LOC
442300,442300,<LH[,696321,B,DIR
442323,442323,JCB[,696394,B,LOC
442326,442326,JCB[,696404,B,LOC
442327,442327,JCB[,696408,B,LOC
442343,442343,<BR[,696454,B,LOC
442350,442350,HJH[,696473,B,-
442374,442374,<BR[,696547,B,LOC
442377,442377,XPY[,696555,B,-
442389,442389,RGM[,696592,B,-
442394,442394,<FH[,696613,B,LOC
442436,442436,CM<[,696739,B,-
442446,442446,JCB[,696771,B,LOC
442471,442471,M>S[,696841,B,-
442518,442518,JCB[,696990,B,LOC
442533,442533,BLL[,697033,B,-
442536,442536,BLL[,697045,B,-
442543,442543,BLL[,697066,B,-
442590,442590,GWR[,697223,B,LOC
442595,442595,CGG[,697242,B,-
442599,442599,GWR[,697253,B,LOC
442621,442621,RGM[,697320,B,-
442623,442623,RGM[,697331,B,-
442665,442665,BXR[,697449,B,-
442669,442669,NTN[,697460,B,LOC
442743,442743,NG<[,697676,B,-
442751,442751,JD<[,697696,B,-
442835,442835,MWT[,697956,B,-
442851,442851,BXR[,698008,B,-
442951,442951,NXL[,698321,B,LOC
443009,443009,RXY[,698535,B,-
443014,443014,RXY[,698554,B,-
443024,443024,GWR[,698586,B,LOC
443025,443025,NG<[,698590,B,-
443032,443032,NG<[,698613,B,-
443050,443050,NG<[,698662,B,-
443054,443054,VBL[,698679,B,DIR
443057,443057,NG<[,698690,B,-
443061,443061,RXY[,698704,B,-
443073,443073,NG<[,698739,B,-
443075,443075,NG<[,698746,B,-
443079,443079,JCB[,698763,B,LOC
443131,443131,JCB[,698937,B,LOC
443138,443138,<BR[,698961,B,LOC
443139,443139,<BR[,698964,B,LOC
443145,443145,<BR[,698983,B,-
443149,443149,<LH[,698992,B,DIR
443153,443153,<BR[,699005,B,-
443160,443160,<BR[,699022,B,LOC
443193,443193,NTN[,699140,B,-
443195,443195,CM<[,699147,B,-
443201,443201,QYR[,699167,B,LOC
443207,443207,QWY[,699186,B,-
443231,443231,XNH[,699260,B,LOC
443233,443233,XNH[,699266,B,LOC
443236,443236,XNH[,699275,B,LOC
443269,443269,<BR[,699361,B,LOC
443270,443270,NVH[,699364,B,DIR
443272,443272,HLK[,699368,B,LOC
443275,443275,<BR[,699379,B,LOC
443285,443285,JCB[,699413,B,LOC
443308,443308,JCB[,699470,B,LOC
443320,443320,NTN[,699503,B,-
443323,443323,JCB[,699514,B,LOC
443328,443328,XNH[,699530,B,LOC
443413,443413,JCB[,699779,B,LOC
443436,443436,CLP[,699849,B,LOC
443438,443438,HLK[,699856,B,LOC
443441,443441,<MD[,699866,B,LOC
443451,443451,<MD[,699892,B,LOC
443476,443476,CLP[,699974,B,LOC
443494,443494,R<<[,700032,B,-
443520,443520,FJM[,700103,B,-
443550,443550,FJM[,700199,B,-
443582,443582,FJM[,700290,B,-
443598,443598,FJM[,700343,B,-
443627,443627,R>H[,700416,B,LOC
443654,443654,JCR[,700493,B,-
443665,443665,VWB[,700534,B,-
443758,443758,FJM[,700777,B,DIR
443775,443775,JCB[,700823,B,LOC
443782,443782,XRH[,700846,B,-
443795,443795,LQX[,700894,B,-
443800,443800,MWT[,700911,B,-
444063,444063,BLL[,701610,B,-
444072,444072,BLL[,701636,B,-
444077,444077,BLL[,701651,B,-
444079,444079,BLL[,701657,B,-
444081,444081,BLL[,701663,B,-
444099,444099,BLL[,701715,B,-
444118,444118,BLL[,701772,B,-
444132,444132,BLL[,701810,B,-
444144,444144,BLL[,701849,B,-
444155,444155,BLL[,701883,B,-
444267,444267,NTN[,702244,B,-
444280,444280,FRP[,702291,B,-
444291,444291,MSR[,702329,B,-
444302,444302,NG<[,702362,B,-
444311,444311,BW>[,702386,B,?
444315,444315,BW>[,702398,B,?
444340,444340,JY>[,702480,B,DIR
444391,444391,MY>[,702640,B,-
444417,444417,XRH[,702721,B,-
444435,444435,JCB[,702775,B,LOC
444484,444484,QR>[,702953,B,-
444491,444491,JCB[,702975,B,LOC
444507,444507,<FH[,703031,B,-
444509,444509,XNH[,703041,B,LOC
444511,444511,XNH[,703047,B,LOC
444519,444519,HLK[,703071,B,LOC
444520,444520,XNH[,703074,B,LOC
444528,444528,XNH[,703098,B,LOC
444530,444530,XNH[,703104,B,LOC
444532,444532,XNH[,703110,B,LOC
444534,444534,XNH[,703116,B,LOC
444538,444538,XNH[,703129,B,LOC
444540,444540,XNH[,703135,B,LOC
444542,444542,XNH[,703141,B,LOC
444544,444544,XNH[,703147,B,LOC
444546,444546,XNH[,703153,B,LOC
444548,444548,XNH[,703159,B,LOC
444550,444550,XNH[,703165,B,LOC
444552,444552,XNH[,703171,B,LOC
444554,444554,XNH[,703177,B,LOC
444556,444556,XNH[,703183,B,LOC
444558,444558,XNH[,703189,B,LOC
444560,444560,XNH[,703195,B,LOC
444562,444562,XNH[,703201,B,LOC
444564,444564,XNH[,703207,B,LOC
444566,444566,XNH[,703213,B,LOC
444568,444568,XNH[,703219,B,LOC
444570,444570,XNH[,703225,B,LOC
444572,444572,XNH[,703231,B,LOC
444574,444574,XNH[,703237,B,LOC
444576,444576,XNH[,703243,B,LOC
444578,444578,XNH[,703249,B,LOC
444580,444580,XNH[,703255,B,LOC
444583,444583,XNH[,703263,B,LOC
444589,444589,JCB[,703288,B,LOC
444592,444592,XNH[,703297,B,LOC
444594,444594,XNH[,703303,B,LOC
444596,444596,XNH[,703309,B,LOC
444598,444598,XNH[,703315,B,LOC
444600,444600,XNH[,703322,B,LOC
444602,444602,XNH[,703328,B,LOC
444604,444604,XNH[,703334,B,LOC
444606,444606,XNH[,703341,B,LOC
444618,444618,JCB[,703383,B,LOC
444633,444633,JCB[,703434,B,LOC
444771,444771,PG<[,703862,B,-
444781,444781,PG<[,703890,B,-
444795,444795,JCB[,703940,B,LOC
444796,444796,MCX[,703945,B,-
444802,444802,JCB[,703968,B,LOC
444807,444807,<NH[,703991,B,-
444816,444816,JCB[,704013,B,LOC
444825,444825,JCB[,704044,B,LOC
444826,444826,CKN[,704048,B,LOC
444827,444827,CKN[,704052,B,LOC
444854,444854,DBQ[,704139,B,-
444860,444860,DBQ[,704163,B,-
